,Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s]
6068,26.11.2015 01:40:00,2,0,114,2.48,4194304,158964,3.79,0,11,54,0,0
6069,26.11.2015 01:45:00,2,0,116,2.54,4194304,217684,5.19,0,12,54,1,0
6070,26.11.2015 01:50:00,2,0,114,2.49,4194304,133798,3.19,0,10,54,1,0
6071,26.11.2015 01:55:00,2,0,122,2.67,4194304,139251,3.32,0,11,54,0,0
6072,26.11.2015 02:00:00,2,0,115,2.51,4194304,360291,8.59,0,11,54,1,0
6073,26.11.2015 02:05:00,2,0,114,2.5,4194304,158964,3.79,0,12,54,1,0
6074,26.11.2015 02:10:00,2,0,114,2.49,4194304,153092,3.65,0,10,54,0,0
6075,26.11.2015 02:15:00,2,0,115,2.51,4194304,133798,3.19,0,12,54,1,0
6076,26.11.2015 02:20:00,2,0,113,2.48,4194304,158964,3.79,0,10,54,1,0
6077,26.11.2015 02:25:00,2,0,123,2.68,4194304,209296,4.99,0,11,54,11,35
6078,26.11.2015 02:30:00,2,0,117,2.56,4194304,393845,9.39,0,11,54,1,0
6079,26.11.2015 02:35:00,2,0,116,2.55,4194304,156028,3.72,0,11,54,1,0
6080,26.11.2015 02:40:00,2,0,112,2.45,4194304,130862,3.12,0,10,54,0,0
6081,26.11.2015 02:45:00,2,0,122,2.68,4194304,223137,5.32,0,12,54,11,35
6082,26.11.2015 02:50:00,2,0,114,2.48,4194304,329253,7.85,0,10,54,1,0
6083,26.11.2015 02:55:00,2,0,121,2.64,4194304,278921,6.65,0,12,54,0,0
6084,26.11.2015 03:00:00,2,0,116,2.53,4194304,452565,10.79,0,11,54,1,5
6085,26.11.2015 03:05:00,2,0,117,2.56,4194304,304087,7.25,0,12,54,1,1
6086,26.11.2015 03:10:00,2,0,114,2.5,4194304,295698,7.05,0,10,54,0,8
6087,26.11.2015 03:15:00,2,0,123,2.69,4194304,320864,7.65,0,12,54,11,35
6088,26.11.2015 03:20:00,2,0,112,2.44,4194304,262144,6.25,0,11,54,1,0
6089,26.11.2015 03:25:00,2,0,113,2.47,4194304,153092,3.65,0,11,54,0,0
6090,26.11.2015 03:30:00,2,0,115,2.51,4194304,139251,3.32,0,11,54,1,0
6091,26.11.2015 03:35:00,2,0,122,2.67,4194304,270533,6.45,0,12,54,11,35
6092,26.11.2015 03:40:00,2,0,113,2.47,4194304,435788,10.39,0,10,54,0,2
6093,26.11.2015 03:45:00,2,0,123,2.68,4194304,281857,6.72,0,13,54,11,35
6094,26.11.2015 03:50:00,2,0,114,2.5,4194304,360291,8.59,0,10,54,1,0
6095,26.11.2015 03:55:00,2,0,120,2.63,4194304,248303,5.92,0,11,54,0,3
6096,26.11.2015 04:00:00,2,0,114,2.5,4194304,385457,9.19,0,11,54,1,0
6097,26.11.2015 04:05:00,2,0,124,2.7,4194304,189583,4.52,0,42,54,1,0
6098,26.11.2015 04:10:00,2,0,114,2.48,4194304,226073,5.39,0,10,54,0,0
6099,26.11.2015 04:15:00,2,0,115,2.52,4194304,192519,4.59,0,12,54,1,0
6100,26.11.2015 04:20:00,2,0,114,2.49,4194304,192519,4.59,0,11,54,1,0
6101,26.11.2015 04:25:00,2,0,121,2.65,4194304,293182,6.99,0,11,54,11,35
6102,26.11.2015 04:30:00,2,0,117,2.56,4194304,427400,10.19,0,11,54,1,0
6103,26.11.2015 04:35:00,2,0,121,2.64,4194304,251239,5.99,0,12,54,11,35
6104,26.11.2015 04:40:00,2,0,113,2.47,4194304,276405,6.59,0,10,54,0,0
6105,26.11.2015 04:45:00,2,0,123,2.69,4194304,284793,6.79,0,13,54,11,35
6106,26.11.2015 04:50:00,2,0,114,2.48,4194304,343513,8.19,0,11,54,1,0
6107,26.11.2015 04:55:00,2,0,127,2.77,4194304,226073,5.39,0,11,54,11,35
6108,26.11.2015 05:00:00,2,0,114,2.49,4194304,413139,9.85,0,12,54,1,0
6109,26.11.2015 05:05:00,2,0,118,2.58,4194304,214748,5.12,0,15,54,1,0
6110,26.11.2015 05:10:00,2,0,111,2.43,4194304,214748,5.12,0,10,54,0,0
6111,26.11.2015 05:15:00,2,0,115,2.51,4194304,203424,4.85,0,12,54,1,0
6112,26.11.2015 05:20:00,2,0,117,2.56,4194304,139251,3.32,0,10,54,1,1
6113,26.11.2015 05:25:00,2,0,114,2.49,4194304,197971,4.72,0,11,54,0,0
6114,26.11.2015 05:30:00,2,0,115,2.51,4194304,119538,2.85,0,11,54,1,0
6115,26.11.2015 05:35:00,2,0,120,2.63,4194304,242850,5.79,0,12,54,11,35
6116,26.11.2015 05:40:00,2,0,113,2.46,4194304,346030,8.25,0,10,54,0,0
6117,26.11.2015 05:45:00,2,0,117,2.55,4194304,136315,3.25,0,12,54,1,0
6118,26.11.2015 05:50:00,2,0,117,2.56,4194304,102760,2.45,0,10,54,1,0
6119,26.11.2015 05:55:00,2,0,126,2.75,4194304,343513,8.19,0,11,54,11,35
6120,26.11.2015 06:00:00,2,0,113,2.48,4194304,721001,17.19,0,11,54,1,0
6121,26.11.2015 06:05:00,2,0,115,2.53,4194304,234462,5.59,0,12,54,1,0
6122,26.11.2015 06:10:00,2,0,112,2.46,4194304,167353,3.99,0,10,54,0,0
6123,26.11.2015 06:15:00,2,0,121,2.65,4194304,164417,3.92,0,12,54,11,35
6124,26.11.2015 06:20:00,2,0,113,2.48,4194304,348966,8.32,0,10,54,1,0
6125,26.11.2015 06:25:00,2,0,113,2.48,4194304,133798,3.19,0,11,54,0,0
6126,26.11.2015 06:30:00,2,0,114,2.5,4194304,142187,3.39,0,11,54,1,0
6127,26.11.2015 06:35:00,2,0,115,2.52,4194304,175741,4.19,0,11,54,1,6
6128,26.11.2015 06:40:00,2,0,114,2.48,4194304,158964,3.79,0,10,54,0,0
6129,26.11.2015 06:45:00,2,0,116,2.54,4194304,142187,3.39,0,12,54,1,0
6130,26.11.2015 06:50:00,2,0,115,2.52,4194304,114085,2.72,0,10,54,1,0
6131,26.11.2015 06:55:00,2,0,128,2.78,4194304,242850,5.79,0,11,54,11,35
6132,26.11.2015 07:00:00,2,0,114,2.5,4194304,617402,14.72,0,11,54,1,0
6133,26.11.2015 07:05:00,2,0,121,2.64,4194304,242850,5.79,0,12,54,11,35
6134,26.11.2015 07:10:00,2,0,112,2.45,4194304,360291,8.59,0,10,54,0,0
6135,26.11.2015 07:15:00,2,0,120,2.61,4194304,217684,5.19,0,12,54,11,35
6136,26.11.2015 07:20:00,2,0,115,2.52,4194304,360291,8.59,0,10,54,1,4
6137,26.11.2015 07:25:00,2,0,124,2.7,4194304,312476,7.45,0,12,54,11,54
6138,26.11.2015 07:30:00,2,0,114,2.48,4194304,390909,9.32,0,11,54,1,0
6139,26.11.2015 07:35:00,2,0,112,2.45,4194304,144703,3.45,0,11,54,1,0
6140,26.11.2015 07:40:00,2,0,110,2.42,4194304,100244,2.39,0,10,54,0,0
6141,26.11.2015 07:45:00,2,0,113,2.47,4194304,117021,2.79,0,12,54,1,0
6142,26.11.2015 07:50:00,2,0,114,2.49,4194304,181194,4.32,0,11,54,1,8
6143,26.11.2015 07:55:00,2,0,121,2.64,4194304,217684,5.19,0,11,54,0,0
6144,26.11.2015 08:00:00,2,0,114,2.49,4194304,502897,11.99,0,11,54,1,0
6145,26.11.2015 08:05:00,2,0,126,2.76,4194304,446693,10.65,0,14,54,17,16
6146,26.11.2015 08:10:00,2,0,159,3.48,4194304,332189,7.92,0,11,54,4,9
6147,26.11.2015 08:15:00,2,0,122,2.67,4194304,416075,9.92,0,13,54,13,38
6148,26.11.2015 08:20:00,2,0,113,2.46,4194304,360291,8.59,0,11,54,1,0
6149,26.11.2015 08:25:00,2,0,117,2.56,4194304,197971,4.72,0,11,54,11,35
6150,26.11.2015 08:30:00,2,0,114,2.5,4194304,377068,8.99,0,11,54,1,0
6151,26.11.2015 08:35:00,2,0,113,2.47,4194304,142187,3.39,0,11,54,1,0
6152,26.11.2015 08:40:00,2,0,114,2.49,4194304,133798,3.19,0,10,54,0,0
6153,26.11.2015 08:45:00,2,0,114,2.48,4194304,88919,2.12,0,12,54,1,0
6154,26.11.2015 08:50:00,2,0,113,2.47,4194304,133798,3.19,0,10,54,1,0
6155,26.11.2015 08:55:00,2,0,121,2.65,4194304,206360,4.92,0,11,54,1,6
6156,26.11.2015 09:00:00,2,0,113,2.48,4194304,603560,14.39,0,12,54,1,0
6157,26.11.2015 09:05:00,2,0,119,2.59,4194304,346030,8.25,0,12,54,11,35
6158,26.11.2015 09:10:00,2,0,115,2.51,4194304,385457,9.19,0,10,54,0,0
6159,26.11.2015 09:15:00,2,0,115,2.51,4194304,189583,4.52,0,12,54,1,1
6160,26.11.2015 09:20:00,2,0,116,2.54,4194304,167353,3.99,0,10,54,1,0
6161,26.11.2015 09:25:00,2,0,120,2.61,4194304,203424,4.85,0,12,54,11,35
6162,26.11.2015 09:30:00,2,0,113,2.48,4194304,326736,7.79,0,11,54,1,0
6163,26.11.2015 09:35:00,2,0,118,2.57,4194304,150576,3.59,0,12,54,1,5
6164,26.11.2015 09:40:00,2,0,123,2.68,4194304,290246,6.92,0,12,54,1,2
6165,26.11.2015 09:45:00,2,0,137,2.99,4194304,595172,14.19,0,13,54,9,13
6166,26.11.2015 09:50:00,2,0,138,3.02,4194304,824181,19.65,0,12,54,8,16
6167,26.11.2015 09:55:00,2,0,133,2.9,4194304,679058,16.19,0,12,54,11,36
6168,26.11.2015 10:00:00,2,0,113,2.46,4194304,653892,15.59,0,11,54,1,0
6169,26.11.2015 10:05:00,2,0,110,2.41,4194304,234462,5.59,0,12,54,1,0
6170,26.11.2015 10:10:00,2,0,111,2.42,4194304,139251,3.32,0,10,54,0,0
6171,26.11.2015 10:15:00,2,0,168,3.67,4194304,558681,13.32,0,14,54,28,69
6172,26.11.2015 10:20:00,2,0,116,2.54,4194304,891290,21.25,0,10,54,1,1
6173,26.11.2015 10:25:00,2,0,119,2.59,4194304,390909,9.32,0,11,54,11,35
6174,26.11.2015 10:30:00,2,0,113,2.47,4194304,396362,9.45,0,11,54,1,5
6175,26.11.2015 10:35:00,2,0,160,3.49,4194304,541904,12.92,0,13,54,110,39
6176,26.11.2015 10:40:00,2,0,112,2.44,4194304,743231,17.72,0,10,54,0,0
6177,26.11.2015 10:45:00,2,0,122,2.66,4194304,382521,9.12,0,13,54,11,39
6178,26.11.2015 10:50:00,2,0,113,2.47,4194304,508350,12.12,0,10,54,1,0
6179,26.11.2015 10:55:00,2,0,132,2.88,4194304,315412,7.52,0,12,54,11,51
6180,26.11.2015 11:00:00,2,0,118,2.58,4194304,645503,15.39,0,11,54,61,3
6181,26.11.2015 11:05:00,2,0,108,2.37,4194304,326736,7.79,0,12,54,1,5
6182,26.11.2015 11:10:00,2,0,117,2.55,4194304,234462,5.59,0,11,54,3,15
6183,26.11.2015 11:15:00,2,0,171,3.73,4194304,810340,19.32,0,15,54,50,64
6184,26.11.2015 11:20:00,2,0,120,2.62,4194304,737778,17.59,0,10,54,8,6
6185,26.11.2015 11:25:00,2,0,157,3.43,4194304,729389,17.39,0,14,54,19,26
6186,26.11.2015 11:30:00,2,0,156,3.41,4194304,1098488,26.19,0,14,54,25,42
6187,26.11.2015 11:35:00,2,0,140,3.05,4194304,972659,23.19,0,13,54,52,83
6188,26.11.2015 11:40:00,2,0,170,3.7,4194304,1039768,24.79,0,13,54,51,58
6189,26.11.2015 11:45:00,2,0,144,3.13,4194304,955882,22.79,0,14,54,27,49
6190,26.11.2015 11:50:00,2,0,138,3.0,4194304,877448,20.92,0,12,54,172,90
6191,26.11.2015 11:55:00,2,0,131,2.87,4194304,600624,14.32,0,12,54,18,41
6192,26.11.2015 12:00:00,2,0,125,2.73,4194304,840958,20.05,0,12,54,92,29
6193,26.11.2015 12:05:00,2,0,135,2.94,4194304,673186,16.05,0,13,54,21,51
6194,26.11.2015 12:10:00,2,0,112,2.45,4194304,941621,22.45,0,10,54,0,1
6195,26.11.2015 12:15:00,2,0,119,2.61,4194304,396362,9.45,0,13,54,11,35
6196,26.11.2015 12:20:00,2,0,112,2.45,4194304,326736,7.79,0,10,54,1,0
6197,26.11.2015 12:25:00,2,0,113,2.46,4194304,97308,2.32,0,11,54,0,0
6198,26.11.2015 12:30:00,2,0,117,2.55,4194304,83467,1.99,0,11,54,1,0
6199,26.11.2015 12:35:00,2,0,113,2.47,4194304,58301,1.39,0,11,54,1,15
6200,26.11.2015 12:40:00,2,0,112,2.45,4194304,85983,2.05,0,10,54,0,0
6201,26.11.2015 12:45:00,2,0,123,2.69,4194304,245367,5.85,0,12,54,11,37
6202,26.11.2015 12:50:00,2,0,112,2.44,4194304,474795,11.32,0,10,54,1,0
6203,26.11.2015 12:55:00,2,0,120,2.61,4194304,200907,4.79,0,11,54,0,0
6204,26.11.2015 13:00:00,2,0,110,2.41,4194304,435788,10.39,0,11,54,1,0
6205,26.11.2015 13:05:00,2,0,118,2.58,4194304,265080,6.32,0,12,54,11,54
6206,26.11.2015 13:10:00,2,0,129,2.81,4194304,597688,14.25,0,12,54,8,11
6207,26.11.2015 13:15:00,2,0,112,2.45,4194304,528063,12.59,0,12,54,1,0
6208,26.11.2015 13:20:00,2,0,120,2.63,4194304,421528,10.05,0,11,54,7,8
6209,26.11.2015 13:25:00,2,0,121,2.65,4194304,337641,8.05,0,11,54,11,35
6210,26.11.2015 13:30:00,2,0,131,2.87,4194304,704224,16.79,0,12,54,46,16
6211,26.11.2015 13:35:00,2,0,119,2.6,4194304,486120,11.59,0,11,54,11,35
6212,26.11.2015 13:40:00,2,0,111,2.43,4194304,335125,7.99,0,10,54,0,0
6213,26.11.2015 13:45:00,2,0,120,2.62,4194304,234462,5.59,0,13,54,11,40
6214,26.11.2015 13:50:00,2,0,134,2.92,4194304,536451,12.79,0,11,54,1,1
6215,26.11.2015 13:55:00,2,0,136,2.98,4194304,670669,15.99,0,12,54,23,26
6216,26.11.2015 14:00:00,2,0,119,2.6,4194304,653892,15.59,0,11,54,3,4
6217,26.11.2015 14:05:00,2,0,112,2.45,4194304,343513,8.19,0,13,54,1,0
6218,26.11.2015 14:10:00,2,0,111,2.42,4194304,108632,2.59,0,10,54,0,0
6219,26.11.2015 14:15:00,2,0,123,2.69,4194304,206360,4.92,0,12,54,11,37
6220,26.11.2015 14:20:00,2,0,112,2.45,4194304,268016,6.39,0,11,54,1,0
6221,26.11.2015 14:25:00,2,0,115,2.5,4194304,184130,4.39,0,11,54,0,4
6222,26.11.2015 14:30:00,2,0,122,2.65,4194304,307023,7.32,0,12,54,87,9
6223,26.11.2015 14:35:00,2,0,114,2.48,4194304,469343,11.19,0,12,54,1,1
6224,26.11.2015 14:40:00,2,0,114,2.49,4194304,175741,4.19,0,10,54,1,5
6225,26.11.2015 14:45:00,2,0,127,2.76,4194304,410622,9.79,0,14,54,12,11
6226,26.11.2015 14:50:00,2,0,117,2.56,4194304,335125,7.99,0,10,54,1,1
6227,26.11.2015 14:55:00,2,0,122,2.67,4194304,293182,6.99,0,11,54,0,0
6228,26.11.2015 15:00:00,2,0,113,2.48,4194304,486120,11.59,0,12,54,1,0
6229,26.11.2015 15:05:00,2,0,119,2.59,4194304,259627,6.19,0,13,54,11,35
6230,26.11.2015 15:10:00,2,0,111,2.42,4194304,307023,7.32,0,10,54,0,0
6231,26.11.2015 15:15:00,2,0,181,3.95,4194304,474795,11.32,0,14,54,141,74
6232,26.11.2015 15:20:00,2,0,115,2.51,4194304,930716,22.19,0,11,54,2,2
6233,26.11.2015 15:25:00,2,0,113,2.47,4194304,329253,7.85,0,12,54,1,17
6234,26.11.2015 15:30:00,2,0,118,2.57,4194304,273469,6.52,0,13,54,1,30
6235,26.11.2015 15:35:00,2,0,132,2.89,4194304,494508,11.79,0,12,54,19,43
6236,26.11.2015 15:40:00,2,0,112,2.44,4194304,606077,14.45,0,10,54,0,0
6237,26.11.2015 15:45:00,2,0,120,2.63,4194304,287310,6.85,0,13,54,11,36
6238,26.11.2015 15:50:00,2,0,113,2.46,4194304,270533,6.45,0,10,54,1,0
6239,26.11.2015 15:55:00,2,0,128,2.8,4194304,295698,7.05,0,12,54,11,35
6240,26.11.2015 16:00:00,2,0,113,2.48,4194304,771332,18.39,0,11,54,1,0
6241,26.11.2015 16:05:00,2,0,118,2.57,4194304,301570,7.19,0,12,54,11,35
6242,26.11.2015 16:10:00,2,0,111,2.43,4194304,323800,7.72,0,10,54,0,0
6243,26.11.2015 16:15:00,2,0,120,2.62,4194304,307023,7.32,0,13,54,11,35
6244,26.11.2015 16:20:00,2,0,149,3.26,4194304,902614,21.52,0,11,54,139,25
6245,26.11.2015 16:25:00,2,0,113,2.46,4194304,511286,12.19,0,11,54,0,0
6246,26.11.2015 16:30:00,2,0,114,2.49,4194304,284793,6.79,0,12,54,1,5
6247,26.11.2015 16:35:00,2,0,117,2.56,4194304,259627,6.19,0,11,54,11,35
6248,26.11.2015 16:40:00,2,0,111,2.42,4194304,326736,7.79,0,11,54,0,0
6249,26.11.2015 16:45:00,2,0,112,2.45,4194304,172805,4.12,0,12,54,1,1
6250,26.11.2015 16:50:00,2,0,113,2.46,4194304,234462,5.59,0,10,54,1,1
6251,26.11.2015 16:55:00,2,0,120,2.61,4194304,169869,4.05,0,11,54,0,0
6252,26.11.2015 17:00:00,2,0,115,2.51,4194304,446693,10.65,0,11,54,1,5
6253,26.11.2015 17:05:00,2,0,114,2.5,4194304,242850,5.79,0,13,54,11,50
6254,26.11.2015 17:10:00,2,0,110,2.39,4194304,298634,7.12,0,10,54,0,0
6255,26.11.2015 17:15:00,2,0,110,2.41,4194304,133798,3.19,0,12,54,1,0
6256,26.11.2015 17:20:00,2,0,113,2.46,4194304,111149,2.65,0,10,54,1,0
6257,26.11.2015 17:25:00,2,0,114,2.48,4194304,97308,2.32,0,11,54,0,3
6258,26.11.2015 17:30:00,2,0,111,2.43,4194304,156028,3.72,0,11,54,1,0
6259,26.11.2015 17:35:00,2,0,117,2.55,4194304,268016,6.39,0,11,54,11,35
6260,26.11.2015 17:40:00,2,0,113,2.46,4194304,483184,11.52,0,11,54,0,0
6261,26.11.2015 17:45:00,2,0,110,2.41,4194304,186647,4.45,0,12,54,1,0
6262,26.11.2015 17:50:00,2,0,108,2.35,4194304,77595,1.85,0,10,54,1,0
6263,26.11.2015 17:55:00,2,0,118,2.58,4194304,133798,3.19,0,11,54,0,0
6264,26.11.2015 18:00:00,2,0,111,2.43,4194304,382521,9.12,0,11,54,1,0
6265,26.11.2015 18:05:00,2,0,111,2.43,4194304,164417,3.92,0,12,54,1,0
6266,26.11.2015 18:10:00,2,0,111,2.43,4194304,178258,4.25,0,10,54,0,0
6267,26.11.2015 18:15:00,2,0,122,2.67,4194304,175741,4.19,0,12,54,11,35
6268,26.11.2015 18:20:00,2,0,114,2.5,4194304,320864,7.65,0,12,54,1,14
6269,26.11.2015 18:25:00,2,0,111,2.42,4194304,111149,2.65,0,11,54,0,0
6270,26.11.2015 18:30:00,2,0,115,2.5,4194304,114085,2.72,0,11,54,1,7
6271,26.11.2015 18:35:00,2,0,122,2.67,4194304,284793,6.79,0,13,54,11,36
6272,26.11.2015 18:40:00,2,0,120,2.63,4194304,460954,10.99,0,11,54,1,2
6273,26.11.2015 18:45:00,2,0,146,3.18,4194304,558681,13.32,0,14,54,55,82
6274,26.11.2015 18:50:00,2,0,128,2.8,4194304,888773,21.19,0,11,54,26,28
6275,26.11.2015 18:55:00,2,0,119,2.6,4194304,469343,11.19,0,11,54,0,0
6276,26.11.2015 19:00:00,2,0,112,2.44,4194304,419011,9.99,0,11,54,1,5
6277,26.11.2015 19:05:00,2,0,124,2.7,4194304,351902,8.39,0,13,54,12,38
6278,26.11.2015 19:10:00,2,0,125,2.74,4194304,653892,15.59,0,11,54,7,10
6279,26.11.2015 19:15:00,2,0,121,2.65,4194304,444177,10.59,0,13,54,11,35
6280,26.11.2015 19:20:00,2,0,113,2.48,4194304,301570,7.19,0,10,54,1,0
6281,26.11.2015 19:25:00,2,0,113,2.49,4194304,158964,3.79,0,11,54,0,0
6282,26.11.2015 19:30:00,2,0,117,2.56,4194304,111149,2.65,0,11,54,1,0
6283,26.11.2015 19:35:00,2,0,129,2.81,4194304,164417,3.92,0,11,54,11,35
6284,26.11.2015 19:40:00,2,0,111,2.42,4194304,379585,9.05,0,10,54,0,0
6285,26.11.2015 19:45:00,2,0,113,2.47,4194304,130862,3.12,0,12,54,1,1
6286,26.11.2015 19:50:00,2,0,115,2.5,4194304,97308,2.32,0,10,54,1,0
6287,26.11.2015 19:55:00,2,0,128,2.8,4194304,200907,4.79,0,11,54,11,35
6288,26.11.2015 20:00:00,2,0,117,2.55,4194304,695835,16.59,0,11,54,1,0
6289,26.11.2015 20:05:00,2,0,123,2.69,4194304,410622,9.79,0,15,54,11,36
6290,26.11.2015 20:10:00,2,0,112,2.45,4194304,469343,11.19,0,10,54,0,0
6291,26.11.2015 20:15:00,2,0,131,2.87,4194304,281857,6.72,0,12,54,11,35
6292,26.11.2015 20:20:00,2,0,113,2.47,4194304,301570,7.19,0,10,54,1,0
6293,26.11.2015 20:25:00,2,0,126,2.75,4194304,223137,5.32,0,12,54,115,84
6294,26.11.2015 20:30:00,2,0,120,2.63,4194304,679058,16.19,0,12,54,77,38
6295,26.11.2015 20:35:00,2,0,120,2.63,4194304,402234,9.59,0,12,54,11,35
6296,26.11.2015 20:40:00,2,0,112,2.45,4194304,435788,10.39,0,10,54,0,0
6297,26.11.2015 20:45:00,2,0,119,2.6,4194304,209296,4.99,0,12,54,11,35
6298,26.11.2015 20:50:00,2,0,112,2.45,4194304,209296,4.99,0,10,54,1,0
6299,26.11.2015 20:55:00,2,0,126,2.75,4194304,192519,4.59,0,11,54,0,0
6300,26.11.2015 21:00:00,2,0,114,2.48,4194304,421528,10.05,0,10,54,1,0
6301,26.11.2015 21:05:00,2,0,124,2.71,4194304,340577,8.12,0,13,54,20,39
6302,26.11.2015 21:10:00,2,0,110,2.41,4194304,477731,11.39,0,10,54,0,0
6303,26.11.2015 21:15:00,2,0,129,2.82,4194304,455082,10.85,0,13,54,15,45
6304,26.11.2015 21:20:00,2,0,112,2.46,4194304,477731,11.39,0,10,54,1,0
6305,26.11.2015 21:25:00,2,0,124,2.71,4194304,301570,7.19,0,12,54,15,39
6306,26.11.2015 21:30:00,2,0,114,2.49,4194304,351902,8.39,0,11,54,1,1
6307,26.11.2015 21:35:00,2,0,121,2.64,4194304,245367,5.85,0,12,54,11,35
6308,26.11.2015 21:40:00,2,0,112,2.45,4194304,368679,8.79,0,10,54,0,0
6309,26.11.2015 21:45:00,2,0,113,2.47,4194304,108632,2.59,0,12,54,1,0
6310,26.11.2015 21:50:00,2,0,114,2.49,4194304,100244,2.39,0,10,54,1,0
6311,26.11.2015 21:55:00,2,0,122,2.66,4194304,150576,3.59,0,11,54,0,0
6312,26.11.2015 22:00:00,2,0,114,2.49,4194304,460954,10.99,0,11,54,1,0
6313,26.11.2015 22:05:00,2,0,118,2.57,4194304,217684,5.19,0,12,54,11,35
6314,26.11.2015 22:10:00,2,0,111,2.44,4194304,329253,7.85,0,10,54,0,0
6315,26.11.2015 22:15:00,2,0,131,2.86,4194304,231526,5.52,0,12,54,11,43
6316,26.11.2015 22:20:00,2,0,114,2.49,4194304,390909,9.32,0,11,54,1,0
6317,26.11.2015 22:25:00,2,0,122,2.67,4194304,253755,6.05,0,12,54,11,35
6318,26.11.2015 22:30:00,2,0,114,2.49,4194304,416075,9.92,0,11,54,1,0
6319,26.11.2015 22:35:00,2,0,113,2.48,4194304,156028,3.72,0,12,54,1,3
6320,26.11.2015 22:40:00,2,0,113,2.47,4194304,122474,2.92,0,10,54,1,12
6321,26.11.2015 22:45:00,2,0,127,2.77,4194304,287310,6.85,0,13,54,12,41
6322,26.11.2015 22:50:00,2,0,139,3.05,4194304,746167,17.79,0,12,54,12,15
6323,26.11.2015 22:55:00,2,0,151,3.31,4194304,801951,19.12,0,12,54,20,19
6324,26.11.2015 23:00:00,2,0,140,3.06,4194304,874512,20.85,0,12,54,18,18
6325,26.11.2015 23:05:00,2,0,116,2.53,4194304,855219,20.39,0,13,54,2,2
6326,26.11.2015 23:10:00,2,0,111,2.42,4194304,404750,9.65,0,10,54,0,0
6327,26.11.2015 23:15:00,2,0,118,2.58,4194304,278921,6.65,0,13,54,11,35
6328,26.11.2015 23:20:00,2,0,110,2.41,4194304,410622,9.79,0,11,54,1,0
6329,26.11.2015 23:25:00,2,0,116,2.55,4194304,203424,4.85,0,12,54,11,35
6330,26.11.2015 23:30:00,2,0,114,2.48,4194304,312476,7.45,0,11,54,1,0
6331,26.11.2015 23:35:00,2,0,114,2.48,4194304,144703,3.45,0,11,54,1,5
6332,26.11.2015 23:40:00,2,0,112,2.46,4194304,150576,3.59,0,10,54,0,0
6333,26.11.2015 23:45:00,2,0,115,2.52,4194304,133798,3.19,0,12,54,1,0
6334,26.11.2015 23:50:00,2,0,115,2.51,4194304,108632,2.59,0,10,54,1,0
6335,26.11.2015 23:55:00,2,0,130,2.85,4194304,211812,5.05,0,13,54,11,35
6336,27.11.2015 00:00:00,2,0,114,2.5,4194304,617402,14.72,0,11,54,1,0
6337,27.11.2015 00:05:00,2,0,118,2.58,4194304,323800,7.72,0,13,54,11,35
6338,27.11.2015 00:10:00,2,0,110,2.41,4194304,307023,7.32,0,11,54,0,0
6339,27.11.2015 00:15:00,2,0,121,2.65,4194304,320864,7.65,0,67,54,2,26
6340,27.11.2015 00:20:00,2,0,110,2.4,4194304,214748,5.12,0,10,54,1,0
6341,27.11.2015 00:25:00,2,0,125,2.74,4194304,200907,4.79,0,11,54,11,35
6342,27.11.2015 00:30:00,2,0,112,2.44,4194304,365743,8.72,0,11,54,1,0
6343,27.11.2015 00:35:00,2,0,122,2.65,4194304,236978,5.65,0,12,54,11,35
6344,27.11.2015 00:40:00,2,0,114,2.49,4194304,371196,8.85,0,10,54,0,0
6345,27.11.2015 00:45:00,2,0,124,2.72,4194304,223137,5.32,0,13,54,11,35
6346,27.11.2015 00:50:00,2,0,115,2.51,4194304,343513,8.19,0,10,54,1,0
6347,27.11.2015 00:55:00,2,0,127,2.79,4194304,203424,4.85,0,12,54,11,35
6348,27.11.2015 01:00:00,2,0,114,2.5,4194304,645503,15.39,0,12,54,1,0
6349,27.11.2015 01:05:00,2,0,115,2.52,4194304,259627,6.19,0,12,54,1,1
6350,27.11.2015 01:10:00,2,0,113,2.48,4194304,164417,3.92,0,10,54,0,0
6351,27.11.2015 01:15:00,2,0,114,2.49,4194304,276405,6.59,0,12,54,1,0
6352,27.11.2015 01:20:00,2,0,112,2.45,4194304,117021,2.79,0,10,54,1,0
6353,27.11.2015 01:25:00,2,0,118,2.59,4194304,217684,5.19,0,11,54,11,35
6354,27.11.2015 01:30:00,2,0,114,2.5,4194304,268016,6.39,0,11,54,1,0
6355,27.11.2015 01:35:00,2,0,116,2.53,4194304,122474,2.92,0,11,54,1,0
6356,27.11.2015 01:40:00,2,0,114,2.5,4194304,144703,3.45,0,10,54,0,0
6357,27.11.2015 01:45:00,2,0,122,2.66,4194304,262144,6.25,0,13,54,11,35
6358,27.11.2015 01:50:00,2,0,116,2.53,4194304,335125,7.99,0,10,54,1,0
6359,27.11.2015 01:55:00,2,0,126,2.75,4194304,309959,7.39,0,11,54,11,35
6360,27.11.2015 02:00:00,2,0,115,2.51,4194304,614466,14.65,0,11,54,1,0
6361,27.11.2015 02:05:00,2,0,120,2.62,4194304,293182,6.99,0,13,54,11,35
